report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents,stock_id
2022-03-31 00:00:00+00:00,416040300000.0,222565100000.0,1017601900000.0,748318200000.0,9122300000.0,3.0
2023-03-31 00:00:00+00:00,530126000000.0,330510100000.0,1414878200000.0,1035977700000.0,18823300000.0,3.0
2024-03-31 00:00:00+00:00,653101500000.0,390760900000.0,1607318500000.0,1165455600000.0,23065500000.0,3.0
2025-03-31 00:00:00+00:00,918191700000.0,503139700000.0,1981355400000.0,1416650900000.0,31057800000.0,3.0
