report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,2550000000.0,416555960000.0,508483069000.0,91927109000.0,2849376000.0
2023-03-31,350000000.0,446422610000.0,550862045000.0,104439435000.0,2031293000.0
2024-03-31,350000000.0,511032900000.0,633082900000.0,122050000000.0,3345800000.0
2025-03-31,,545350900000.0,690202600000.0,144851700000.0,875700000.0
