report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,39820848000.0,53233982000.0,143347078000.0,65824813000.0,2981961000.0
2023-03-31,42592792000.0,65131180000.0,175892006000.0,83797656000.0,2635617000.0
2024-03-31,46392399000.0,68480190000.0,192354606000.0,94577110000.0,4544405000.0
2025-03-31,46872181000.0,76785160000.0,215312291000.0,104481460000.0,2226683000.0
