report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,2215000000.0,38621000000.0,179916000000.0,141516000000.0,13790000000.0
2023-03-31,2233000000.0,49729000000.0,179658000000.0,130156000000.0,33120000000.0
2024-03-31,1766000000.0,53944000000.0,186928000000.0,133266000000.0,42772000000.0
2025-03-31,1604000000.0,64506000000.0,214477000000.0,150267000000.0,20769000000.0
