report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents,stock_id
2022-03-31 00:00:00+00:00,1077100000.0,126080000000.0,162009900000.0,35929900000.0,505300000.0,31.0
2023-03-31 00:00:00+00:00,2884100000.0,149902800000.0,191976400000.0,42073600000.0,888100000.0,31.0
2024-03-31 00:00:00+00:00,4194400000.0,180455300000.0,231279300000.0,50824000000.0,1072100000.0,31.0
2025-03-31 00:00:00+00:00,4581300000.0,212964900000.0,271744100000.0,58779200000.0,2189600000.0,31.0
