report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents
2022-03-31 00:00:00+00:00,6899717500000.0,716762400000.0,7910002700000.0,6947251200000.0,10394800000.0
2023-03-31 00:00:00+00:00,7806405600000.0,841584900000.0,8961118600000.0,7841305800000.0,4157300000.0
2024-03-31 00:00:00+00:00,8915026400000.0,1011467700000.0,10388773800000.0,9045888400000.0,6860500000.0
2025-03-31 00:00:00+00:00,10008104200000.0,1177383500000.0,11780865000000.0,10229312700000.0,10375700000.0
