report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents
2022-03-31 00:00:00+00:00,11386200000.0,62824700000.0,91891300000.0,29066600000.0,3091400000.0
2023-03-31 00:00:00+00:00,9082500000.0,74095900000.0,101018500000.0,26922600000.0,13743300000.0
2024-03-31 00:00:00+00:00,12945600000.0,84081400000.0,119999400000.0,35918000000.0,9798400000.0
2025-03-31 00:00:00+00:00,30102900000.0,93808700000.0,152144800000.0,58336100000.0,6615800000.0
