report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,64652200000.0,100366700000.0,64748600000.0,-35257300000.0,4373800000.0
2023-03-31,19379200000.0,44242400000.0,55233800000.0,10991400000.0,3673100000.0
2024-03-31,1502400000.0,32587100000.0,71790200000.0,39203100000.0,2495700000.0
2025-03-31,7401200000.0,68538700000.0,129595900000.0,61057200000.0,9010700000.0
