report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents,stock_id
2022-03-31,593716800000.0,975819100000.0,13393011300000.0,12412457500000.0,1341938800000.0,73
2023-03-31,701486200000.0,1028805000000.0,14936489400000.0,13903090600000.0,1573284800000.0,73
2024-03-31,725856200000.0,1103867300000.0,15986359600000.0,14876884600000.0,1314001900000.0,73
2025-03-31,719990700000.0,1331379600000.0,18575436300000.0,17237772400000.0,1507595800000.0,73
