report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,26681900000.0,52218600000.0,140691900000.0,86379000000.0,2321800000.0
2023-03-31,13966800000.0,43216500000.0,137566500000.0,90452900000.0,2738000000.0
2024-03-31,14184100000.0,48605000000.0,155749000000.0,103120600000.0,4550700000.0
2025-03-31,13809000000.0,52574700000.0,176911000000.0,119848700000.0,3041400000.0
