report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents,stock_id
2022-03-31 00:00:00+00:00,6054000000.0,49537000000.0,89113000000.0,40365000000.0,545000000.0,96.0
2023-03-31 00:00:00+00:00,1830000000.0,59990000000.0,97610000000.0,37620000000.0,1150000000.0,96.0
2024-03-31 00:00:00+00:00,2650000000.0,71210000000.0,112490000000.0,41280000000.0,10520000000.0,96.0
2025-03-31 00:00:00+00:00,4800000000.0,81040000000.0,132480000000.0,51440000000.0,9930000000.0,96.0
