report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents
2024-09-30 00:00:00+00:00,1241000000.0,32168000000.0,70477000000.0,38309000000.0,
2025-09-30 00:00:00+00:00,1476000000.0,43813000000.0,95452000000.0,51639000000.0,1322000000.0
