report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,614994000000.0,644268600000.0,788936700000.0,144668100000.0,6446400000.0
2023-03-31,629073200000.0,655257100000.0,809692700000.0,154435600000.0,143200000.0
2024-03-31,740033600000.0,768093400000.0,934223400000.0,166130000000.0,2505500000.0
2025-03-31,1073049200000.0,1105271600000.0,1284956500000.0,179684900000.0,59600000.0
