report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,2272260000.0,10110330000.0,23361470000.0,13095670000.0,3420630000.0
2023-03-31,2865260000.0,17372810000.0,34005750000.0,16515380000.0,4542130000.0
2024-03-31,3287520000.0,20049290000.0,41678960000.0,21458580000.0,6357120000.0
2025-03-31,3448670000.0,21208040000.0,50329620000.0,29121580000.0,10687140000.0
