report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents,stock_id
2022-03-31 00:00:00+00:00,,298596500000.0,351112100000.0,52515500000.0,9336900000.0,12.0
2023-03-31 00:00:00+00:00,0.0,293615400000.0,351364500000.0,57749000000.0,2416200000.0,12.0
2024-03-31 00:00:00+00:00,17859000000.0,289624100000.0,393656800000.0,104032600000.0,5604500000.0,12.0
2025-03-31 00:00:00+00:00,92365200000.0,351887400000.0,541986100000.0,190098600000.0,23315300000.0,12.0
