report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,983000000.0,10228000000.0,33872000000.0,23366000000.0,6413000000.0
2023-03-31,871000000.0,14142000000.0,43731000000.0,27112000000.0,5295000000.0
2024-03-31,1194000000.0,12294000000.0,44979000000.0,31881000000.0,6094000000.0
2025-03-31,2332000000.0,13633000000.0,50560000000.0,36170000000.0,6081000000.0
