report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,584144700000.0,1240487900000.0,1411395000000.0,154921100000.0,20488500000.0
2023-03-31,847263000000.0,1589339800000.0,1807540500000.0,203107500000.0,17307900000.0
2024-03-31,1101283400000.0,2034640500000.0,2321018300000.0,268172600000.0,15543000000.0
2025-03-31,1397980100000.0,2467143300000.0,2790613800000.0,303887200000.0,43307900000.0
