report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,195873861000.0,2066801951000.0,2262410445000.0,192555187000.0,328980836000.0
2023-03-31,258619785000.0,2455296770000.0,2680040566000.0,221224090000.0,313963714000.0
2024-03-31,223086197000.0,2869131111000.0,3178389465000.0,301053546000.0,311264775000.0
2025-03-31,303458319000.0,3246988076000.0,3601519137000.0,345383240000.0,408405325000.0
