report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents
2022-03-31 00:00:00+00:00,1251223400000.0,824076600000.0,3200672400000.0,2246935100000.0,137702400000.0
2023-03-31 00:00:00+00:00,1206504400000.0,893259500000.0,3303523100000.0,2267850900000.0,169266900000.0
2024-03-31 00:00:00+00:00,1163222200000.0,863592400000.0,3401359700000.0,2375863100000.0,119585000000.0
2025-03-31 00:00:00+00:00,1324089200000.0,976556000000.0,3795241000000.0,2641204200000.0,121870000000.0
