report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,30360900000.0,81167900000.0,261484900000.0,180182500000.0,1206000000.0
2023-03-31,21278700000.0,73178600000.0,299529200000.0,226208300000.0,930000000.0
2024-03-31,33587800000.0,99881200000.0,356610300000.0,256559000000.0,1093900000.0
2025-03-31,42758200000.0,112997000000.0,410068800000.0,296957700000.0,848200000.0
