report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents,stock_id
2022-03-31,3670600000.0,10029600000.0,42259100000.0,32220000000.0,3950700000.0,23
2023-03-31,165500000.0,17905100000.0,46689500000.0,28775100000.0,6817800000.0,23
2024-03-31,175600000.0,30174400000.0,56257400000.0,26069700000.0,1998400000.0,23
2025-03-31,410900000.0,38439500000.0,74170700000.0,33794400000.0,4095100000.0,23
