report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,3949600000.0,49264700000.0,112847400000.0,63582700000.0,7060100000.0
2023-03-31,3925800000.0,63270100000.0,142348000000.0,79077900000.0,13937500000.0
2024-03-31,4921200000.0,64046700000.0,158515000000.0,94199000000.0,11266500000.0
2025-03-31,7803800000.0,77048600000.0,189276200000.0,110878300000.0,2547500000.0
