report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,266327100000.0,351920600000.0,371102100000.0,-8178200000.0,16194500000.0
2023-03-31,333063300000.0,431425800000.0,441114300000.0,-7927800000.0,32777100000.0
2024-03-31,358865900000.0,495527200000.0,486830600000.0,-21641600000.0,17948600000.0
2025-03-31,382052200000.0,505455800000.0,487567600000.0,-25034200000.0,5556600000.0
