report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents,stock_id
2022-03-31 00:00:00+00:00,299452700000.0,99128200000.0,474641100000.0,364576100000.0,1890500000.0,2.0
2023-03-31 00:00:00+00:00,342700300000.0,117491700000.0,539317500000.0,410559800000.0,1906400000.0,2.0
2024-03-31 00:00:00+00:00,370696500000.0,126415500000.0,585788100000.0,448756800000.0,7420600000.0,2.0
2025-03-31 00:00:00+00:00,402752800000.0,220682000000.0,739601000000.0,509488400000.0,21903800000.0,2.0
