report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,833850000.0,16350380000.0,87347320000.0,70996940000.0,16749960000.0
2023-03-31,694020000.0,18166330000.0,92755400000.0,74589070000.0,20362740000.0
2024-03-31,430000000.0,20769000000.0,99357000000.0,78588000000.0,34794000000.0
2025-03-31,456000000.0,17726000000.0,101350000000.0,83624000000.0,12099000000.0
