report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,32789600000.0,93476700000.0,339217200000.0,245759800000.0,41625100000.0
2023-03-31,52862100000.0,130381400000.0,398899900000.0,268398500000.0,43962900000.0
2024-03-31,66476300000.0,152207100000.0,450715100000.0,298428000000.0,33934800000.0
2025-03-31,82628700000.0,171380400000.0,497849700000.0,326533200000.0,55689500000.0
