report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,241450200000.0,350106200000.0,436007800000.0,73038900000.0,20309600000.0
2023-03-31,311609300000.0,439502000000.0,547460100000.0,85517600000.0,19085800000.0
2024-03-31,408021800000.0,557810100000.0,675956000000.0,90046200000.0,52173200000.0
2025-03-31,499621100000.0,658696700000.0,817145300000.0,122320900000.0,65447700000.0
