report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,36960575000.0,53093707000.0,114802111000.0,61708404000.0,3749556000.0
2023-03-31,14543951000.0,33970189000.0,132435856000.0,98465667000.0,8030977000.0
2024-03-31,10487308000.0,30567593000.0,132620725000.0,102053132000.0,5374300000.0
2025-03-31,7876762000.0,41462899000.0,155171788000.0,113708889000.0,1091588000.0
