report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,6051700000.0,64836900000.0,224783900000.0,158466500000.0,1810200000.0
2023-03-31,5675400000.0,71364000000.0,239170300000.0,166555700000.0,2263000000.0
2024-03-31,6064100000.0,83182200000.0,261527900000.0,176989200000.0,6049100000.0
2025-03-31,6999300000.0,89862300000.0,283903200000.0,192720400000.0,3835500000.0
