report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents,stock_id
2022-03-31 00:00:00+00:00,1328883000000.0,437126900000.0,2125058600000.0,1687931700000.0,37603500000.0,13.0
2023-03-31 00:00:00+00:00,1644669400000.0,543719800000.0,2752263100000.0,2208543300000.0,27332500000.0,13.0
2024-03-31 00:00:00+00:00,2184371100000.0,766953500000.0,3757416200000.0,2990462700000.0,73683700000.0,13.0
2025-03-31 00:00:00+00:00,2753601500000.0,966928700000.0,4661268300000.0,3671899400000.0,107680700000.0,13.0
