report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,5195100000.0,32866600000.0,139106100000.0,105837400000.0,1891100000.0
2023-03-31,5883900000.0,36240400000.0,147653400000.0,111322800000.0,1317800000.0
2024-03-31,11228700000.0,52485200000.0,181500200000.0,128863400000.0,3229900000.0
2025-03-31,20167100000.0,74622100000.0,213963300000.0,139134800000.0,1808200000.0
