report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents
2022-03-31 00:00:00+00:00,729000000.0,106798000000.0,154023000000.0,47225000000.0,1433000000.0
2023-03-31 00:00:00+00:00,532000000.0,110051000000.0,162523000000.0,52472000000.0,3793000000.0
2024-03-31 00:00:00+00:00,393000000.0,120569000000.0,173485000000.0,52916000000.0,4634000000.0
2025-03-31 00:00:00+00:00,1183000000.0,138133000000.0,202411000000.0,64278000000.0,3529000000.0
