report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,3358053000.0,11686585000.0,41015935000.0,29275790000.0,288472000.0
2023-03-31,3537599000.0,14149799000.0,49682299000.0,35479321000.0,157276000.0
2024-03-31,3440411000.0,16049007000.0,58432592000.0,42321142000.0,104587000.0
2025-03-31,1774867000.0,17165446000.0,69690378000.0,52458160000.0,142471000.0
