report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,1385043000.0,5682704000.0,21691733000.0,16009029000.0,1511051000.0
2023-03-31,1822640000.0,6777355000.0,27635026000.0,20857671000.0,1338917000.0
2024-03-31,2239814000.0,6813253000.0,31869816000.0,25056563000.0,1328647000.0
2025-03-31,1922908000.0,7257487000.0,35857176000.0,28599685000.0,1348892000.0
