report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,10351600000.0,19990200000.0,44152500000.0,24162300000.0,311300000.0
2023-03-31,14220900000.0,27043400000.0,56453000000.0,29409600000.0,120400000.0
2024-03-31,15572500000.0,30115400000.0,65918600000.0,35803200000.0,1371600000.0
2025-03-31,18341000000.0,34576600000.0,76647100000.0,42070500000.0,2240200000.0
