report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,3553850000.0,13915430000.0,35270620000.0,21355330000.0,3582790000.0
2023-03-31,1618270000.0,11809860000.0,37701520000.0,25891840000.0,4798860000.0
2024-03-31,1662290000.0,15081910000.0,46564550000.0,31482640000.0,6650430000.0
2025-03-31,2172080000.0,14488530000.0,72346030000.0,57857500000.0,5277830000.0
