report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,51962300000.0,91299900000.0,178035600000.0,86753900000.0,1790800000.0
2023-03-31,64307600000.0,138181600000.0,231053000000.0,92641900000.0,7148100000.0
2024-03-31,106792900000.0,254334300000.0,357348600000.0,99925000000.0,13198100000.0
2025-03-31,126414000000.0,378917900000.0,554655200000.0,173124600000.0,15020500000.0
