report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,36551900000.0,72112500000.0,157766100000.0,85653600000.0,4504800000.0
2023-03-31,44775300000.0,84274700000.0,187545200000.0,103270500000.0,6079800000.0
2024-03-31,50305400000.0,90029200000.0,204819400000.0,114790200000.0,3993300000.0
2025-03-31,47260300000.0,89309200000.0,215571200000.0,126262000000.0,3339900000.0
