report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents,stock_id
2024-03-31,1072640000000.0,849180000000.0,3706640000000.0,2775700000000.0,400150000000.0,105
2025-03-31,715400000000.0,1161440000000.0,3786420000000.0,2558880000000.0,343490000000.0,105
