report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,2015719000.0,7543350000.0,27811918000.0,20268568000.0,1012413000.0
2023-03-31,7536362000.0,15111922000.0,37190875000.0,22078953000.0,1220719000.0
2024-03-31,10306193000.0,16553651000.0,40949834000.0,24396183000.0,862477000.0
2025-03-31,11025691000.0,18852451000.0,46389561000.0,27537110000.0,401693000.0
