report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents,stock_id
2022-03-31 00:00:00+00:00,1585022231000.0,1820524873000.0,17526373837000.0,15646040029000.0,2135554549000.0,45.0
2023-03-31 00:00:00+00:00,1835094403000.0,2144977893000.0,19584904970000.0,17373059551000.0,1635673702000.0,45.0
2024-03-31 00:00:00+00:00,2009987053000.0,2561438346000.0,23640630275000.0,20940307767000.0,1901295868000.0,45.0
2025-03-31 00:00:00+00:00,2036497477000.0,3139059061000.0,26422414134000.0,23134987600000.0,2383044013000.0,45.0
