report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,61515200000.0,112226800000.0,169233400000.0,56743800000.0,21375400000.0
2023-03-31,102759200000.0,167267700000.0,230099400000.0,62522300000.0,25763100000.0
2024-03-31,137456100000.0,230604700000.0,318292100000.0,87317700000.0,52856700000.0
2025-03-31,147316100000.0,228563300000.0,339871000000.0,110793300000.0,65925300000.0
