report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,4790000000.0,23810000000.0,57860000000.0,33480000000.0,2760000000.0
2023-03-31,6080000000.0,29900000000.0,69460000000.0,37990000000.0,2070000000.0
2024-03-31,5280000000.0,32520000000.0,74210000000.0,38320000000.0,2280000000.0
2025-03-31,5540000000.0,40720000000.0,83380000000.0,39750000000.0,3200000000.0
