report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,8600000.0,13824300000.0,28005400000.0,14181100000.0,1371900000.0
2023-03-31,15500000.0,15434500000.0,30227500000.0,14793000000.0,1810700000.0
2024-03-31,16600000.0,20303200000.0,34087900000.0,13784700000.0,1788500000.0
2025-03-31,10100000.0,24407700000.0,43251700000.0,18844000000.0,3385800000.0
