report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents,stock_id
2022-03-31 00:00:00+00:00,1303796600000.0,402468000000.0,3337189600000.0,2673990400000.0,40871600000.0,14.0
2023-03-31 00:00:00+00:00,1675994100000.0,464073400000.0,4055091900000.0,3279111100000.0,25936200000.0,14.0
2024-03-31 00:00:00+00:00,2287817000000.0,603286200000.0,5379296300000.0,4341538000000.0,57650200000.0,14.0
2025-03-31 00:00:00+00:00,2844515200000.0,723953100000.0,6522316100000.0,5237973800000.0,58170000000.0,14.0
