report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents
2022-03-31 00:00:00+00:00,8880000000.0,19142800000.0,37243000000.0,17093900000.0,836700000.0
2023-03-31 00:00:00+00:00,11946900000.0,26103400000.0,50362500000.0,22855500000.0,2450400000.0
2024-03-31 00:00:00+00:00,13675500000.0,33056000000.0,57372000000.0,23099500000.0,2513600000.0
2025-03-31 00:00:00+00:00,13695600000.0,43863400000.0,82613200000.0,37247000000.0,5883500000.0
