report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,2137611000000.0,2559939000000.0,1940291000000.0,-619648000000.0,14532000000.0
2023-03-31,2377660000000.0,2816018000000.0,2072427000000.0,-743591000000.0,2288000000.0
2024-03-31,2438090000000.0,2891645000000.0,1849977000000.0,-1041668000000.0,1678000000.0
2025-03-31,2332287000000.0,2681868000000.0,1978666000000.0,-703202000000.0,2568000000.0
