report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents,stock_id
2022-03-31,3330426700000.0,513141000000.0,4108600900000.0,3595459900000.0,2991100000.0,74
2023-03-31,3807897600000.0,581205100000.0,4655027500000.0,4073822400000.0,3331900000.0,74
2024-03-31,4455675000000.0,693502400000.0,5481910900000.0,4788408500000.0,4980600000.0,74
2025-03-31,4962425900000.0,783760600000.0,6145018300000.0,5361257700000.0,6317300000.0,74
