report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,72500000000.0,208972000000.0,304441000000.0,90946000000.0,20685000000.0
2023-03-31,94199000000.0,263244000000.0,365829000000.0,99753000000.0,14564000000.0
2024-03-31,134580000000.0,367177000000.0,485187000000.0,112888000000.0,22679000000.0
2025-03-31,131799000000.0,428907000000.0,587952000000.0,154230000000.0,20094000000.0
