report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents,stock_id
2022-03-31,755613500000.0,1144430400000.0,2854456000000.0,1683471400000.0,156046800000.0,90
2023-03-31,848930500000.0,1030821000000.0,2880217400000.0,1828465300000.0,121299000000.0,90
2024-03-31,870821200000.0,920357600000.0,2734235000000.0,1809907600000.0,70808400000.0,90
2025-03-31,948010500000.0,911696300000.0,2793948000000.0,1880420200000.0,96049600000.0,90
