report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,10301000000.0,38626800000.0,122845300000.0,83813000000.0,2559000000.0
2023-03-31,11737900000.0,42129400000.0,136543700000.0,89732600000.0,1468100000.0
2024-03-31,13650900000.0,48196000000.0,151226800000.0,98663000000.0,2475900000.0
2025-03-31,9500800000.0,50220200000.0,162322800000.0,108006900000.0,1841700000.0
