report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents,stock_id
2022-03-31,12885000.0,113383263000.0,42540589339000.0,42426002646000.0,331648700000.0,61
2023-03-31,,462328700000.0,45784913600000.0,45321413900000.0,309023300000.0,61
2024-03-31,,827468700000.0,53160474200000.0,52331478200000.0,361653100000.0,61
2025-03-31,,1272263900000.0,56605684600000.0,55330648000000.0,544536300000.0,61
