report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents
2022-03-31 00:00:00+00:00,47253600000.0,23640000000.0,77260200000.0,53160800000.0,823900000.0
2023-03-31 00:00:00+00:00,44641400000.0,25954900000.0,80815300000.0,54185600000.0,832300000.0
2024-03-31 00:00:00+00:00,17529900000.0,40677400000.0,71617500000.0,30591600000.0,2945500000.0
2025-03-31 00:00:00+00:00,22371900000.0,54617400000.0,94196400000.0,38362800000.0,3384700000.0
