report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents
2022-03-31 00:00:00+00:00,1476990300000.0,445612400000.0,3306199300000.0,2817876300000.0,381590100000.0
2023-03-31 00:00:00+00:00,1366134500000.0,453217900000.0,3360813800000.0,2834818700000.0,318869500000.0
2024-03-31 00:00:00+00:00,1098120000000.0,849180000000.0,3706640000000.0,2775700000000.0,400150000000.0
2025-03-31 00:00:00+00:00,740040000000.0,1161440000000.0,3786420000000.0,2558880000000.0,343490000000.0
