report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents
2022-03-31 00:00:00+00:00,511952100000.0,224415600000.0,1128846000000.0,868561400000.0,30772400000.0
2023-03-31 00:00:00+00:00,529230900000.0,287874300000.0,1283490400000.0,941449200000.0,41897600000.0
2024-03-31 00:00:00+00:00,590067600000.0,323552900000.0,1395524200000.0,1012196500000.0,33243400000.0
2025-03-31 00:00:00+00:00,679958200000.0,358406700000.0,1567102200000.0,1141041800000.0,48624700000.0
