report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,167205300000.0,276420800000.0,608182600000.0,305619100000.0,5923400000.0
2023-03-31,188317500000.0,320304300000.0,738830200000.0,384814900000.0,3406400000.0
2024-03-31,240405000000.0,395271700000.0,921528600000.0,483389900000.0,3159900000.0
2025-03-31,306452400000.0,497388700000.0,1044446700000.0,497677200000.0,6131800000.0
