report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,1593597000.0,5038267000.0,59154849000.0,54116582000.0,3673978000.0
2023-03-31,2265900000.0,7692300000.0,62540300000.0,54763000000.0,723400000.0
2024-03-31,2533300000.0,8520400000.0,67285100000.0,58710300000.0,3248600000.0
2025-03-31,3222200000.0,10915900000.0,75294100000.0,64322800000.0,5605100000.0
