report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents,stock_id
2022-03-31,116400000.0,38576800000.0,297701600000.0,259124800000.0,7204700000.0,66
2023-03-31,60400000.0,47601600000.0,294631700000.0,247030100000.0,18684200000.0,66
2024-03-31,165500000.0,62434700000.0,294488100000.0,232053400000.0,52184800000.0,66
2025-03-31,203300000.0,79398800000.0,287077200000.0,207678400000.0,52853900000.0,66
