report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents,stock_id
2022-03-31 00:00:00+00:00,528320000000.0,26140000000.0,591670000000.0,565530000000.0,5670000000.0,4.0
2023-03-31 00:00:00+00:00,542240000000.0,73040000000.0,673610000000.0,600110000000.0,10020000000.0,4.0
2024-03-31 00:00:00+00:00,648580000000.0,106420000000.0,885380000000.0,710900000000.0,16080000000.0,4.0
2025-03-31 00:00:00+00:00,800400000000.0,121370000000.0,1113980000000.0,888250000000.0,22120000000.0,4.0
