report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents
2022-03-31 00:00:00+00:00,1096200000.0,55300400000.0,58803700000.0,3503300000.0,18700000.0
2023-03-31 00:00:00+00:00,1304700000.0,61078200000.0,65361400000.0,4283200000.0,44600000.0
2024-03-31 00:00:00+00:00,,70750100000.0,75538500000.0,4788400000.0,103300000.0
2025-03-31 00:00:00+00:00,,81299800000.0,87506600000.0,6206800000.0,121300000.0
