report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2021-12-31,1900000000.0,23914900000.0,35238800000.0,11323900000.0,859000000.0
2023-03-31,3343100000.0,27032000000.0,39185100000.0,12153100000.0,1631900000.0
2024-03-31,2136800000.0,33475000000.0,47073700000.0,13598700000.0,1280400000.0
2025-03-31,884500000.0,43992100000.0,86133200000.0,42141100000.0,37620200000.0
