report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,66434700000.0,137408200000.0,200655100000.0,63246900000.0,45939800000.0
2023-03-31,64413300000.0,110975900000.0,183437900000.0,72462000000.0,8366800000.0
2024-03-31,60325200000.0,108546700000.0,195766700000.0,87218300000.0,11040500000.0
2025-03-31,54193400000.0,109106900000.0,204817000000.0,95707100000.0,31274600000.0
