report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents
2022-03-31 00:00:00+00:00,2186639000000.0,2504838400000.0,21113705500000.0,18604252100000.0,1599220700000.0
2023-03-31 00:00:00+00:00,3151792800000.0,2912200700000.0,25755624000000.0,22837786100000.0,2363920200000.0
2024-03-31 00:00:00+00:00,8093552100000.0,6947327400000.0,44118573000000.0,36232390200000.0,3425973300000.0
2025-03-31 00:00:00+00:00,7326106100000.0,7676891400000.0,48187671100000.0,39564780100000.0,3222323100000.0
