report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents,stock_id
2022-03-31,4255000000.0,553335000000.0,746555000000.0,193220000000.0,351000000.0,64
2023-03-31,12476000000.0,746002000000.0,1003854000000.0,257852000000.0,17852000000.0,64
2024-03-31,1186000000.0,856360000000.0,1153508000000.0,297148000000.0,26595000000.0,64
2025-03-31,870000000.0,962399000000.0,1319718000000.0,357319000000.0,1845000000.0,64
